schema_version,run_label,experiment_id,scope,instance,seed,algorithm,operator_profile,repository_revision,repository_dirty,algorithm_source_sha256,configuration_sha256,instance_sha256,stage00_manifest_sha256,environment_sha256,reference_vrp_evrp_hub_revision,reference_vrp_evrp_hub_dirty,reference_py_ga_vrptw_revision,reference_py_ga_vrptw_dirty,start_utc,end_utc,time_limit_seconds,max_iterations,threads,objective_schema,objective_key,vehicle_count,total_distance,total_charging_time,charging_count,runtime_seconds,first_feasible_time,best_time,iterations,effective_iterations,accepted_moves,improving_moves,rejected_moves,charging_subproblem_calls,trace_started_calls,trace_completed_calls,trace_exact_calls,trace_cache_hits,trace_precomputed_routes,trace_route_evaluations,trace_deadline_events,trace_reconciliation_status,peak_tracemalloc_bytes,peak_rss_bytes,status,feasible,failure_reason,raw_path,solution_path,trace_path,event_path,environment_path
1,stage03_measurement_smoke04,c101C5-alns_stage02_constraint_guided-2014,smoke,c101C5,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,3e80831db18b25dd8b58d9e18252a1fe67164b4942d45325369c97759e0781f0,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:31:00.683105+00:00,2026-07-13T15:31:00.778187+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.09496633301023394,0.0030462080030702055,0.004021125001600012,1000,1000,755,1,245,71,71,71,71,5424,0,5495,0,pass,,39026688,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2014.json,solutions/c101C5-alns_stage02_constraint_guided-2014.json,traces/c101C5-alns_stage02_constraint_guided-2014.json,events/c101C5-alns_stage02_constraint_guided-2014.jsonl,environments/c101C5-alns_stage02_constraint_guided-2014.json
1,stage03_measurement_smoke04,c101C5-alns_stage02_constraint_guided-2015,smoke,c101C5,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,785b0fbde8c4b8a9ef3967509d3febedd851bea045eb60c2cdaff256bea6f1f2,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:31:00.852159+00:00,2026-07-13T15:31:00.945341+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.09260525001445785,0.002838709013303742,0.0037200420047156513,1000,1000,779,1,221,70,70,70,70,5185,0,5255,0,pass,,65716224,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2015.json,solutions/c101C5-alns_stage02_constraint_guided-2015.json,traces/c101C5-alns_stage02_constraint_guided-2015.json,events/c101C5-alns_stage02_constraint_guided-2015.jsonl,environments/c101C5-alns_stage02_constraint_guided-2015.json
1,stage03_measurement_smoke04,c101C5-alns_stage02_constraint_guided-2016,smoke,c101C5,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,8e154d7ff2aa959d977b2fe85be8eb7d448836560c514feaddd55fc0d01df546,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:31:01.019121+00:00,2026-07-13T15:31:01.113381+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.0936483339901315,0.0028792919911211357,0.0037243339902488515,1000,1000,763,1,237,71,71,71,71,5330,0,5401,0,pass,,71090176,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2016.json,solutions/c101C5-alns_stage02_constraint_guided-2016.json,traces/c101C5-alns_stage02_constraint_guided-2016.json,events/c101C5-alns_stage02_constraint_guided-2016.jsonl,environments/c101C5-alns_stage02_constraint_guided-2016.json
1,stage03_measurement_smoke04,c101_21-alns_stage02_constraint_guided-2014,smoke,c101_21,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,5a97fbe35823682bc67553abbb9e466c7af5906a32a39eb2aafa6c142468fa4c,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:31:02.275368+00:00,2026-07-13T15:31:32.306765+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.030240916996263,0.5390092919988092,10.06574720799108,22,22,13,4,9,1897,1897,1897,1897,4334,12,6243,5,pass,,136003584,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2014.json,solutions/c101_21-alns_stage02_constraint_guided-2014.json,traces/c101_21-alns_stage02_constraint_guided-2014.json,events/c101_21-alns_stage02_constraint_guided-2014.jsonl,environments/c101_21-alns_stage02_constraint_guided-2014.json
1,stage03_measurement_smoke04,c101_21-alns_stage02_constraint_guided-2015,smoke,c101_21,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,f3134e49dbf12e2772044aea805defa908beacef6047dfad9ad8a33a33cec9fb,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:31:32.414126+00:00,2026-07-13T15:32:02.418029+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.00247875000059,0.38231770899437834,15.245815749993199,22,22,10,5,12,1815,1815,1815,1815,4089,12,5916,6,pass,,136003584,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2015.json,solutions/c101_21-alns_stage02_constraint_guided-2015.json,traces/c101_21-alns_stage02_constraint_guided-2015.json,events/c101_21-alns_stage02_constraint_guided-2015.jsonl,environments/c101_21-alns_stage02_constraint_guided-2015.json
1,stage03_measurement_smoke04,c101_21-alns_stage02_constraint_guided-2016,smoke,c101_21,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,ab6aaee600087b3852ee46f7d477ad4f864de18eae5badbb5ab9cc8be95bbcea,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:32:02.508921+00:00,2026-07-13T15:32:32.511959+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.001674416998867,0.3819319999893196,18.726173167000525,25,25,11,4,14,1811,1811,1811,1811,4922,12,6745,7,pass,,136003584,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2016.json,solutions/c101_21-alns_stage02_constraint_guided-2016.json,traces/c101_21-alns_stage02_constraint_guided-2016.json,events/c101_21-alns_stage02_constraint_guided-2016.jsonl,environments/c101_21-alns_stage02_constraint_guided-2016.json
1,stage03_measurement_smoke04,r101_21-alns_stage02_constraint_guided-2014,smoke,r101_21,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,176365cb3d76d3c3bab2bdd2cbd7ac36e1f135806f5d0d53aece14bcfbc82281,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:32:32.618355+00:00,2026-07-13T15:33:02.626179+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[21, 1819.250457558, 442.395748859, 26]",21,1819.2504575580936,442.39574885865443,26,30.005303541998728,0.5217471670039231,6.918390959006501,43,43,20,7,23,2090,2090,2090,2090,5432,78,7600,9,pass,,136003584,feasible,True,,raw/r101_21-alns_stage02_constraint_guided-2014.json,solutions/r101_21-alns_stage02_constraint_guided-2014.json,traces/r101_21-alns_stage02_constraint_guided-2014.json,events/r101_21-alns_stage02_constraint_guided-2014.jsonl,environments/r101_21-alns_stage02_constraint_guided-2014.json
1,stage03_measurement_smoke04,r101_21-alns_stage02_constraint_guided-2015,smoke,r101_21,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,72d59cf54cbb6cc9d931b1072093b6124ec6411a491b0eca81a1eeebe8251536,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:33:02.989297+00:00,2026-07-13T15:33:33.008267+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[20, 1799.548688513, 463.254013128, 27]",20,1799.5486885134083,463.25401312804536,27,30.008567083001253,0.5213806660030968,2.5403937500086613,55,55,26,8,29,1975,1975,1975,1975,5802,78,7855,9,pass,,279920640,feasible,True,,raw/r101_21-alns_stage02_constraint_guided-2015.json,solutions/r101_21-alns_stage02_constraint_guided-2015.json,traces/r101_21-alns_stage02_constraint_guided-2015.json,events/r101_21-alns_stage02_constraint_guided-2015.jsonl,environments/r101_21-alns_stage02_constraint_guided-2015.json
1,stage03_measurement_smoke04,r101_21-alns_stage02_constraint_guided-2016,smoke,r101_21,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,1652f43248c82d6a342505b9743bef5439e226e7f1af68bdad8247d4d79c8d90,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:33:33.290040+00:00,2026-07-13T15:34:03.327883+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[21, 1819.250457558, 442.395748859, 26]",21,1819.2504575580936,442.39574885865443,26,30.017285166002694,0.5228602909919573,8.986003625002922,58,58,25,9,33,2066,2066,2066,2066,13460,78,15604,9,pass,,279920640,feasible,True,,raw/r101_21-alns_stage02_constraint_guided-2016.json,solutions/r101_21-alns_stage02_constraint_guided-2016.json,traces/r101_21-alns_stage02_constraint_guided-2016.json,events/r101_21-alns_stage02_constraint_guided-2016.jsonl,environments/r101_21-alns_stage02_constraint_guided-2016.json
1,stage03_measurement_smoke04,r105C5-alns_stage02_constraint_guided-2014,smoke,r105C5,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9f211b67968e59dc04e8e31591ad4204114bd6ab,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,eb27ec04e799ee6d39dee3d66f15128e197811afa8c664295acbdf6444176434,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9d8f1067d8b2e4d6486de0c912085d58121f5844e64ab2247ff7ac379608a713,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:31:01.186128+00:00,2026-07-13T15:31:01.278653+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 156.082069464, 44.159902941, 2]",2,156.08206946417084,44.159902941361445,2,0.0919449579960201,0.002345250002690591,0.002345250002690591,1000,1000,876,3,124,72,72,72,72,7829,0,7901,0,pass,,71155712,feasible,True,,raw/r105C5-alns_stage02_constraint_guided-2014.json,solutions/r105C5-alns_stage02_constraint_guided-2014.json,traces/r105C5-alns_stage02_constraint_guided-2014.json,events/r105C5-alns_stage02_constraint_guided-2014.jsonl,environments/r105C5-alns_stage02_constraint_guided-2014.json
