schema_version,run_label,experiment_id,scope,instance,seed,algorithm,operator_profile,repository_revision,repository_dirty,algorithm_source_sha256,configuration_sha256,instance_sha256,stage00_manifest_sha256,environment_sha256,reference_vrp_evrp_hub_revision,reference_vrp_evrp_hub_dirty,reference_py_ga_vrptw_revision,reference_py_ga_vrptw_dirty,start_utc,end_utc,time_limit_seconds,max_iterations,threads,objective_schema,objective_key,vehicle_count,total_distance,total_charging_time,charging_count,runtime_seconds,first_feasible_time,best_time,iterations,effective_iterations,accepted_moves,improving_moves,rejected_moves,charging_subproblem_calls,trace_started_calls,trace_completed_calls,trace_exact_calls,trace_cache_hits,trace_precomputed_routes,trace_route_evaluations,trace_deadline_events,trace_reconciliation_status,peak_tracemalloc_bytes,peak_rss_bytes,status,feasible,failure_reason,raw_path,solution_path,trace_path,event_path,environment_path
1,stage03_measurement_formal01,c101C5-alns_stage02_constraint_guided-2014,formal,c101C5,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,0c36cb1a4a9947b60a1f68c7f7dfa87af8697fcac47f230c0cc84190797efff9,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:09.435338+00:00,2026-07-13T15:36:09.534341+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.09890108299441636,0.0030233750003390014,0.004024957990623079,1000,1000,755,1,245,71,71,71,71,5424,0,5495,0,pass,,724484096,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2014.json,solutions/c101C5-alns_stage02_constraint_guided-2014.json,traces/c101C5-alns_stage02_constraint_guided-2014.json,events/c101C5-alns_stage02_constraint_guided-2014.jsonl,environments/c101C5-alns_stage02_constraint_guided-2014.json
1,stage03_measurement_formal01,c101C5-alns_stage02_constraint_guided-2015,formal,c101C5,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,d533183dafebaacdde28fca30e069d4c4ee979ddfdf1b04ae7c0167d0e50a1bc,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:09.615379+00:00,2026-07-13T15:36:09.712492+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.09644537499116268,0.0028999579953961074,0.003799207988777198,1000,1000,779,1,221,70,70,70,70,5185,0,5255,0,pass,,724484096,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2015.json,solutions/c101C5-alns_stage02_constraint_guided-2015.json,traces/c101C5-alns_stage02_constraint_guided-2015.json,events/c101C5-alns_stage02_constraint_guided-2015.jsonl,environments/c101C5-alns_stage02_constraint_guided-2015.json
1,stage03_measurement_formal01,c101C5-alns_stage02_constraint_guided-2016,formal,c101C5,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,b30dc1471ace08074befd3141254bf0e665e4702a042eab513b16cd0de516d0a,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:09.786773+00:00,2026-07-13T15:36:09.884306+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.09690383299312089,0.002915124990977347,0.0038147079903865233,1000,1000,763,1,237,71,71,71,71,5330,0,5401,0,pass,,724484096,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2016.json,solutions/c101C5-alns_stage02_constraint_guided-2016.json,traces/c101C5-alns_stage02_constraint_guided-2016.json,events/c101C5-alns_stage02_constraint_guided-2016.jsonl,environments/c101C5-alns_stage02_constraint_guided-2016.json
1,stage03_measurement_formal01,c101_21-alns_stage02_constraint_guided-2014,formal,c101_21,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,f7e159e3be7f08ea6703e81679a159d52856c79d01ce5d0facde6aa9ea475d75,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:44.910315+00:00,2026-07-13T15:37:14.937862+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.021651667004335,0.5559587919997284,10.022741584005416,22,22,13,4,9,1899,1899,1899,1899,4334,12,6245,5,pass,,1209827328,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2014.json,solutions/c101_21-alns_stage02_constraint_guided-2014.json,traces/c101_21-alns_stage02_constraint_guided-2014.json,events/c101_21-alns_stage02_constraint_guided-2014.jsonl,environments/c101_21-alns_stage02_constraint_guided-2014.json
1,stage03_measurement_formal01,c101_21-alns_stage02_constraint_guided-2015,formal,c101_21,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e260b80680ba3fa05bcd8648e18c57d62acb891fa594c880104ab6e88acb7861,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:37:15.046497+00:00,2026-07-13T15:37:45.058013+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.010038874999736,0.3845482080068905,15.182923125001253,22,22,10,5,12,1825,1825,1825,1825,4206,12,6043,6,pass,,1209827328,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2015.json,solutions/c101_21-alns_stage02_constraint_guided-2015.json,traces/c101_21-alns_stage02_constraint_guided-2015.json,events/c101_21-alns_stage02_constraint_guided-2015.jsonl,environments/c101_21-alns_stage02_constraint_guided-2015.json
1,stage03_measurement_formal01,c101_21-alns_stage02_constraint_guided-2016,formal,c101_21,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,8b7572e435a62bf6b7ff74b6b2c99516521942bb0cdcf0392e72ae9b5a34157c,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:37:45.144469+00:00,2026-07-13T15:38:15.153937+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.007934833003674,0.38410004100296646,18.565381791006075,25,25,11,4,14,1864,1864,1864,1864,4927,12,6803,7,pass,,1209827328,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2016.json,solutions/c101_21-alns_stage02_constraint_guided-2016.json,traces/c101_21-alns_stage02_constraint_guided-2016.json,events/c101_21-alns_stage02_constraint_guided-2016.jsonl,environments/c101_21-alns_stage02_constraint_guided-2016.json
1,stage03_measurement_formal01,c104C10-alns_stage02_constraint_guided-2014,formal,c104C10,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,367a22b89e90c1bdf8d63fd5ea763328e9159076b8848d2e557141e2ed32f465,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:11.077900+00:00,2026-07-13T15:36:12.596051+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 273.931237129, 589.151039592, 3]",2,273.9312371287162,589.1510395919971,3,1.517114375004894,0.02575929199520033,0.4557287920033559,1000,1000,749,32,251,2624,2624,2624,2624,42596,2,45222,0,pass,,724484096,feasible,True,,raw/c104C10-alns_stage02_constraint_guided-2014.json,solutions/c104C10-alns_stage02_constraint_guided-2014.json,traces/c104C10-alns_stage02_constraint_guided-2014.json,events/c104C10-alns_stage02_constraint_guided-2014.jsonl,environments/c104C10-alns_stage02_constraint_guided-2014.json
1,stage03_measurement_formal01,c104C10-alns_stage02_constraint_guided-2015,formal,c104C10,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,f00d2705b26d1964dd268ad60436629229122c48af0f551cfb57afd17c9b2717,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:12.898850+00:00,2026-07-13T15:36:14.104495+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 279.933119059, 625.368886517, 3]",2,279.9331190586651,625.368886516508,3,1.2027377909980714,0.02627720800228417,0.3087936660012929,1000,1000,818,21,182,1833,1833,1833,1833,42374,2,44209,0,pass,,724484096,feasible,True,,raw/c104C10-alns_stage02_constraint_guided-2015.json,solutions/c104C10-alns_stage02_constraint_guided-2015.json,traces/c104C10-alns_stage02_constraint_guided-2015.json,events/c104C10-alns_stage02_constraint_guided-2015.jsonl,environments/c104C10-alns_stage02_constraint_guided-2015.json
1,stage03_measurement_formal01,c104C10-alns_stage02_constraint_guided-2016,formal,c104C10,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,f7816af706c1cf32dacaee45c710ff93ce53c9b56d17df657044e61e63d2c04b,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,7ce7868fc5bc5d9b19010178d727b06a4b0947afb3e85de55e9768e9033c2afd,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:14.393269+00:00,2026-07-13T15:36:15.760171+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 279.933119059, 625.368886517, 3]",2,279.9331190586651,625.368886516508,3,1.36406774999341,0.0256401249935152,0.4543333749898011,1000,1000,834,18,166,2273,2273,2273,2273,40267,43,42583,0,pass,,724484096,feasible,True,,raw/c104C10-alns_stage02_constraint_guided-2016.json,solutions/c104C10-alns_stage02_constraint_guided-2016.json,traces/c104C10-alns_stage02_constraint_guided-2016.json,events/c104C10-alns_stage02_constraint_guided-2016.jsonl,environments/c104C10-alns_stage02_constraint_guided-2016.json
1,stage03_measurement_formal01,c106C15-alns_stage02_constraint_guided-2014,formal,c106C15,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,44b932fba181327b08895693ec5b3fd78831a818,False,380c6e5877faec191d00c501af697deb073d861a644b2fb71e106c31a6c4fca6,50ed2d642f7e5ab1c495f9d43526dbc7ced2cb6e3521d8207719409066db928a,eba58a458a9fd13ae8fd404df8db1d04e49271326316256ee060468048881a86,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,0f0659e5bc11be29515fdb73e64a2e28eb1f3ae33463bd7fab889347ce0142ea,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T15:36:21.814916+00:00,2026-07-13T15:36:23.817751+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[3, 275.133168873, 437.989595186, 2]",3,275.1331688731623,437.989595186203,2,2.0001187919988297,0.03258287499193102,0.5227382089942694,1000,1000,795,15,205,4008,4008,4008,4008,110258,28,114294,0,pass,,724484096,feasible,True,,raw/c106C15-alns_stage02_constraint_guided-2014.json,solutions/c106C15-alns_stage02_constraint_guided-2014.json,traces/c106C15-alns_stage02_constraint_guided-2014.json,events/c106C15-alns_stage02_constraint_guided-2014.jsonl,environments/c106C15-alns_stage02_constraint_guided-2014.json
