schema_version,run_label,experiment_id,scope,instance,seed,algorithm,operator_profile,repository_revision,repository_dirty,algorithm_source_sha256,configuration_sha256,instance_sha256,stage00_manifest_sha256,environment_sha256,reference_vrp_evrp_hub_revision,reference_vrp_evrp_hub_dirty,reference_py_ga_vrptw_revision,reference_py_ga_vrptw_dirty,start_utc,end_utc,time_limit_seconds,max_iterations,threads,objective_schema,objective_key,vehicle_count,total_distance,total_charging_time,charging_count,runtime_seconds,first_feasible_time,best_time,iterations,effective_iterations,accepted_moves,improving_moves,rejected_moves,charging_subproblem_calls,trace_started_calls,trace_completed_calls,trace_exact_calls,trace_cache_hits,trace_precomputed_routes,trace_route_evaluations,trace_deadline_events,trace_screening_calls,trace_screening_passes,trace_screening_rejections,trace_screening_cache_hits,trace_screening_exact_call_blocked,trace_screening_reason_counts,trace_reconciliation_status,peak_tracemalloc_bytes,peak_rss_bytes,status,feasible,failure_reason,raw_path,solution_path,trace_path,event_path,environment_path
1,stage031_cheap_screening_smoke03,c101C5-alns_stage02_constraint_guided-2014,smoke,c101C5,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,7463c37b485ba271e50759929f0f7e052c75d617b27146feb67bf535b374e4b4,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:25:55.124660+00:00,2026-07-13T21:25:55.314359+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.1894937079923693,0.001969499993720092,0.003360790986334905,1000,1000,755,1,245,28,28,28,28,4347,0,4375,0,13316,5735,61,7520,7581,"{""forward_time_window_prefilter"": 7581}",pass,,49528832,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2014.json,solutions/c101C5-alns_stage02_constraint_guided-2014.json,traces/c101C5-alns_stage02_constraint_guided-2014.json,events/c101C5-alns_stage02_constraint_guided-2014.jsonl,environments/c101C5-alns_stage02_constraint_guided-2014.json
1,stage031_cheap_screening_smoke03,c101C5-alns_stage02_constraint_guided-2015,smoke,c101C5,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,6e4738c9c9640f2ffabcb78d67b8813122cd71e1af022edcb9609a5200c76fac,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:25:55.585154+00:00,2026-07-13T21:25:55.771095+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.1832390839990694,0.0017764999938663095,0.003102958988165483,1000,1000,779,1,221,27,27,27,27,4258,0,4285,0,13191,5685,61,7445,7506,"{""forward_time_window_prefilter"": 7506}",pass,,135577600,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2015.json,solutions/c101C5-alns_stage02_constraint_guided-2015.json,traces/c101C5-alns_stage02_constraint_guided-2015.json,events/c101C5-alns_stage02_constraint_guided-2015.jsonl,environments/c101C5-alns_stage02_constraint_guided-2015.json
1,stage031_cheap_screening_smoke03,c101C5-alns_stage02_constraint_guided-2016,smoke,c101C5,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,2ae40ca508dd1d6c13b01e9aef0ff7182e293b6de30581d765f25242a7f8e5d5,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:25:56.041518+00:00,2026-07-13T21:25:56.233606+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 257.747451864, 472.556700052, 3]",2,257.7474518641999,472.55670005197175,3,0.18915024999296293,0.0018042500014416873,0.0030597500008298084,1000,1000,763,1,237,28,28,28,28,4338,0,4366,0,13319,5788,61,7470,7531,"{""forward_time_window_prefilter"": 7531}",pass,,162725888,feasible,True,,raw/c101C5-alns_stage02_constraint_guided-2016.json,solutions/c101C5-alns_stage02_constraint_guided-2016.json,traces/c101C5-alns_stage02_constraint_guided-2016.json,events/c101C5-alns_stage02_constraint_guided-2016.jsonl,environments/c101C5-alns_stage02_constraint_guided-2016.json
1,stage031_cheap_screening_smoke03,c101_21-alns_stage02_constraint_guided-2014,smoke,c101_21,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,2ced53fe3315b1bceb2a0b7e355f72490e0cd0d59df0f9b6d1bf8668e241ca60,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:25:59.524963+00:00,2026-07-13T21:26:29.535999+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.004746417005663,0.5261289170011878,3.681429250005749,247,247,203,16,44,1314,1314,1314,1314,25548,12,26874,2,547314,59517,31463,456334,487797,"{""capacity_prefilter"": 32916, ""forward_time_window_prefilter"": 454881}",pass,,711294976,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2014.json,solutions/c101_21-alns_stage02_constraint_guided-2014.json,traces/c101_21-alns_stage02_constraint_guided-2014.json,events/c101_21-alns_stage02_constraint_guided-2014.jsonl,environments/c101_21-alns_stage02_constraint_guided-2014.json
1,stage031_cheap_screening_smoke03,c101_21-alns_stage02_constraint_guided-2015,smoke,c101_21,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,2ad1493ea7e25c1b282127eee1e13a847c17d7ee11456f8e78f9582b6e5ccba1,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:26:37.114753+00:00,2026-07-13T21:27:07.181572+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.00463579199277,0.3934215420013061,6.784291832998861,262,262,220,12,42,1245,1245,1245,1245,28642,12,29899,4,641689,64684,29867,547138,577005,"{""capacity_prefilter"": 28490, ""forward_time_window_prefilter"": 548515}",pass,,2549776384,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2015.json,solutions/c101_21-alns_stage02_constraint_guided-2015.json,traces/c101_21-alns_stage02_constraint_guided-2015.json,events/c101_21-alns_stage02_constraint_guided-2015.jsonl,environments/c101_21-alns_stage02_constraint_guided-2015.json
1,stage031_cheap_screening_smoke03,c101_21-alns_stage02_constraint_guided-2016,smoke,c101_21,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,10984b91aaab9e08c67f1586131e869120d30c4aababed1710986dee534630ef,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:27:15.335764+00:00,2026-07-13T21:27:45.408090+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[12, 1055.920259047, 1386.415951629, 8]",12,1055.9202590469108,1386.4159516285367,8,30.001969457996893,0.3927037920075236,7.586844958001166,229,229,186,13,43,1306,1306,1306,1306,22766,12,24084,5,518941,56535,32702,429704,462406,"{""capacity_prefilter"": 26898, ""forward_time_window_prefilter"": 435508}",pass,,2685124608,feasible,True,,raw/c101_21-alns_stage02_constraint_guided-2016.json,solutions/c101_21-alns_stage02_constraint_guided-2016.json,traces/c101_21-alns_stage02_constraint_guided-2016.json,events/c101_21-alns_stage02_constraint_guided-2016.jsonl,environments/c101_21-alns_stage02_constraint_guided-2016.json
1,stage031_cheap_screening_smoke03,r101_21-alns_stage02_constraint_guided-2014,smoke,r101_21,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,1dd901e9f74b3886e50f98fe652027f4ebc5780f515eced5f59878f62886f3d3,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:27:51.992987+00:00,2026-07-13T21:28:22.059450+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[20, 1735.080023474, 396.51781678, 23]",20,1735.0800234735668,396.5178167803147,23,30.007512916999985,0.5224145000101998,18.199500417002128,310,310,235,49,75,1680,1680,1680,1680,32268,98,34046,7,579146,84024,67672,427450,495122,"{""capacity_prefilter"": 5809, ""forward_time_window_prefilter"": 489313}",pass,,2685124608,feasible,True,,raw/r101_21-alns_stage02_constraint_guided-2014.json,solutions/r101_21-alns_stage02_constraint_guided-2014.json,traces/r101_21-alns_stage02_constraint_guided-2014.json,events/r101_21-alns_stage02_constraint_guided-2014.jsonl,environments/r101_21-alns_stage02_constraint_guided-2014.json
1,stage031_cheap_screening_smoke03,r101_21-alns_stage02_constraint_guided-2015,smoke,r101_21,2015,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2625d95ced293e95f3acfcc227802ece89a7b2b64bbf1d1f8a4f05a801b72d4,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:28:30.812725+00:00,2026-07-13T21:29:00.895607+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[20, 1760.928139464, 429.112245686, 23]",20,1760.928139464107,429.1122456863273,23,30.00673729200207,0.5233782089926535,23.64768829199602,367,367,306,54,61,1577,1577,1577,1577,45797,86,47460,6,701398,104125,59901,537372,597273,"{""capacity_prefilter"": 3066, ""forward_time_window_prefilter"": 594207}",pass,,2685124608,feasible,True,,raw/r101_21-alns_stage02_constraint_guided-2015.json,solutions/r101_21-alns_stage02_constraint_guided-2015.json,traces/r101_21-alns_stage02_constraint_guided-2015.json,events/r101_21-alns_stage02_constraint_guided-2015.jsonl,environments/r101_21-alns_stage02_constraint_guided-2015.json
1,stage031_cheap_screening_smoke03,r101_21-alns_stage02_constraint_guided-2016,smoke,r101_21,2016,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,72724e52a09bb19e1375703c8691094d64ddc15037e782ef9593f964650986fb,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:29:11.343998+00:00,2026-07-13T21:29:41.493194+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[20, 1718.126450884, 387.496489613, 24]",20,1718.1264508838335,387.4964896133524,24,30.000472375002573,0.5216990420012735,10.734755874989787,337,337,253,42,84,1567,1567,1567,1567,37276,98,38941,6,593651,90159,56425,447067,503492,"{""capacity_prefilter"": 3555, ""forward_time_window_prefilter"": 499937}",pass,,3262464000,feasible,True,,raw/r101_21-alns_stage02_constraint_guided-2016.json,solutions/r101_21-alns_stage02_constraint_guided-2016.json,traces/r101_21-alns_stage02_constraint_guided-2016.json,events/r101_21-alns_stage02_constraint_guided-2016.jsonl,environments/r101_21-alns_stage02_constraint_guided-2016.json
1,stage031_cheap_screening_smoke03,r105C5-alns_stage02_constraint_guided-2014,smoke,r105C5,2014,ALNS_STAGE02_CONSTRAINT_GUIDED,stage02_constraint_guided,9967f1a92bba2e3d0c583e4a912afa80e9731f02,False,5f2508b8a49aa0d538c56e3bf2c45ad03534e7d9eec3cc935b786488d2655c61,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,eb27ec04e799ee6d39dee3d66f15128e197811afa8c664295acbdf6444176434,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,cf21abd427df653561741ec4899a3cb789b27df52721de52ab241c2742ee9d92,e3a890065105f978187e532642c4442522215e02,False,8e005caaaf6471a4505588d88c7f0f5e0d4ebffa,False,2026-07-13T21:25:56.508680+00:00,2026-07-13T21:25:56.714386+00:00,30.0,1000,1,"vehicles,distance,charging_time,charging_count","[2, 156.082069464, 44.159902941, 2]",2,156.08206946417084,44.159902941361445,2,0.2027000840025721,0.0017906249995576218,0.0017906249995576218,1000,1000,876,3,124,38,38,38,38,5823,0,5861,0,13708,7355,46,6307,6353,"{""forward_time_window_prefilter"": 6353}",pass,,213237760,feasible,True,,raw/r105C5-alns_stage02_constraint_guided-2014.json,solutions/r105C5-alns_stage02_constraint_guided-2014.json,traces/r105C5-alns_stage02_constraint_guided-2014.json,events/r105C5-alns_stage02_constraint_guided-2014.jsonl,environments/r105C5-alns_stage02_constraint_guided-2014.json
